DELETE	NUMBER - Project	NUMBER - Originator	NUMBER - Volume OR System	NUMBER - Type	NUMBER - Discipline	NUMBER - Series	NUMBER - Level	NUMBER - Zone or Sequence	DRAWING TITLE - Title 1	DRAWING TITLE - Title 2 (Category)		DRAWING TITLE - Title 3	REVIT SHEET NUMBER	DRAWING NUMBER	DRAWING TITLE	OWNERSHIP	STUDIO RESPONSIBILITY	MODEL LOCATION	REVISION OFFSET	CURRENT ACONEX REVISION	TO BE ISSUED REVISION	SCALE	PRINT	TYPE	DISCIPLINE	PHASE	LEVEL	ORIGINATOR	SECTION	200303	200228	200221	200219	200214	200206	200203	200131	200124	200123	200122
	SFS	COX	01	DR	AR	28	L1	29	ARCHITECTURAL SERVICES	MASONRY PLAN		CONCOURSE SECTOR 19	AR28L129	SFS-COX-01-DR-AR28L129	MASONRY PLAN - CONCOURSE SECTOR 19		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	29 - Building Sector 19											
	SFS	COX	01	DR	AR	28	L1	12	ARCHITECTURAL SERVICES	MASONRY PLAN		CONCOURSE SECTOR 2	AR28L112	SFS-COX-01-DR-AR28L112	MASONRY PLAN - CONCOURSE SECTOR 2		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	12 - Building Sector 2											
	SFS	COX	01	DR	AR	28	L1	30	ARCHITECTURAL SERVICES	MASONRY PLAN		CONCOURSE SECTOR 20	AR28L130	SFS-COX-01-DR-AR28L130	MASONRY PLAN - CONCOURSE SECTOR 20		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	30 - Building Sector 20											
	SFS	COX	01	DR	AR	28	L1	31	ARCHITECTURAL SERVICES	MASONRY PLAN		CONCOURSE SECTOR 21	AR28L131	SFS-COX-01-DR-AR28L131	MASONRY PLAN - CONCOURSE SECTOR 21		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	31 - Building Sector 21											
	SFS	COX	01	DR	AR	28	L1	32	ARCHITECTURAL SERVICES	MASONRY PLAN		CONCOURSE SECTOR 22	AR28L132	SFS-COX-01-DR-AR28L132	MASONRY PLAN - CONCOURSE SECTOR 22		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	32 - Building Sector 22											
	SFS	COX	01	DR	AR	28	L1	33	ARCHITECTURAL SERVICES	MASONRY PLAN		CONCOURSE SECTOR 23	AR28L133	SFS-COX-01-DR-AR28L133	MASONRY PLAN - CONCOURSE SECTOR 23		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	33 - Building Sector 23											
	SFS	COX	01	DR	AR	28	L1	34	ARCHITECTURAL SERVICES	MASONRY PLAN		CONCOURSE SECTOR 24	AR28L134	SFS-COX-01-DR-AR28L134	MASONRY PLAN - CONCOURSE SECTOR 24		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	34 - Building Sector 24											
	SFS	COX	01	DR	AR	28	L1	13	ARCHITECTURAL SERVICES	MASONRY PLAN		CONCOURSE SECTOR 3	AR28L113	SFS-COX-01-DR-AR28L113	MASONRY PLAN - CONCOURSE SECTOR 3		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	13 - Building Sector 3											
	SFS	COX	01	DR	AR	28	L1	14	ARCHITECTURAL SERVICES	MASONRY PLAN		CONCOURSE SECTOR 4	AR28L114	SFS-COX-01-DR-AR28L114	MASONRY PLAN - CONCOURSE SECTOR 4		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	14 - Building Sector 4											
	SFS	COX	01	DR	AR	28	L1	15	ARCHITECTURAL SERVICES	MASONRY PLAN		CONCOURSE SECTOR 5	AR28L115	SFS-COX-01-DR-AR28L115	MASONRY PLAN - CONCOURSE SECTOR 5		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	15 - Building Sector 5											
	SFS	COX	01	DR	AR	28	L1	16	ARCHITECTURAL SERVICES	MASONRY PLAN		CONCOURSE SECTOR 6	AR28L116	SFS-COX-01-DR-AR28L116	MASONRY PLAN - CONCOURSE SECTOR 6		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	16 - Building Sector 6											
	SFS	COX	01	DR	AR	28	L1	17	ARCHITECTURAL SERVICES	MASONRY PLAN		CONCOURSE SECTOR 7	AR28L117	SFS-COX-01-DR-AR28L117	MASONRY PLAN - CONCOURSE SECTOR 7		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	17 - Building Sector 7											
	SFS	COX	01	DR	AR	28	L1	18	ARCHITECTURAL SERVICES	MASONRY PLAN		CONCOURSE SECTOR 8	AR28L118	SFS-COX-01-DR-AR28L118	MASONRY PLAN - CONCOURSE SECTOR 8		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	18 - Building Sector 8											
	SFS	COX	01	DR	AR	28	L1	19	ARCHITECTURAL SERVICES	MASONRY PLAN		CONCOURSE SECTOR 9	AR28L119	SFS-COX-01-DR-AR28L119	MASONRY PLAN - CONCOURSE SECTOR 9		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	19 - Building Sector 9											
	SFS	COX	01	DR	AR	28	L2	11	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 2 SECTOR 1	AR28L211	SFS-COX-01-DR-AR28L211	MASONRY PLAN - LEVEL 2 SECTOR 1		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	11 - Building Sector 1											
	SFS	COX	01	DR	AR	28	L2	20	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 2 SECTOR 10	AR28L220	SFS-COX-01-DR-AR28L220	MASONRY PLAN - LEVEL 2 SECTOR 10		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	20 - Building Sector 10											
	SFS	COX	01	DR	AR	28	L2	12	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 2 SECTOR 2	AR28L212	SFS-COX-01-DR-AR28L212	MASONRY PLAN - LEVEL 2 SECTOR 2		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	12 - Building Sector 2											
	SFS	COX	01	DR	AR	28	L2	13	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 2 SECTOR 3	AR28L213	SFS-COX-01-DR-AR28L213	MASONRY PLAN - LEVEL 2 SECTOR 3		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	13 - Building Sector 3											
	SFS	COX	01	DR	AR	28	L2	14	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 2 SECTOR 4	AR28L214	SFS-COX-01-DR-AR28L214	MASONRY PLAN - LEVEL 2 SECTOR 4		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	14 - Building Sector 4											
	SFS	COX	01	DR	AR	28	L2	15	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 2 SECTOR 5	AR28L215	SFS-COX-01-DR-AR28L215	MASONRY PLAN - LEVEL 2 SECTOR 5		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	15 - Building Sector 5											
	SFS	COX	01	DR	AR	28	L2	16	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 2 SECTOR 6	AR28L216	SFS-COX-01-DR-AR28L216	MASONRY PLAN - LEVEL 2 SECTOR 6		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	16 - Building Sector 6											
	SFS	COX	01	DR	AR	28	L2	17	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 2 SECTOR 7	AR28L217	SFS-COX-01-DR-AR28L217	MASONRY PLAN - LEVEL 2 SECTOR 7		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	17 - Building Sector 7											
	SFS	COX	01	DR	AR	28	L2	18	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 2 SECTOR 8	AR28L218	SFS-COX-01-DR-AR28L218	MASONRY PLAN - LEVEL 2 SECTOR 8		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	18 - Building Sector 8											
	SFS	COX	01	DR	AR	28	L2	19	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 2 SECTOR 9	AR28L219	SFS-COX-01-DR-AR28L219	MASONRY PLAN - LEVEL 2 SECTOR 9		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	19 - Building Sector 9											
	SFS	COX	01	DR	AR	28	L3	11	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 3 SECTOR 1	AR28L311	SFS-COX-01-DR-AR28L311	MASONRY PLAN - LEVEL 3 SECTOR 1		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	11 - Building Sector 1											
	SFS	COX	01	DR	AR	28	L3	20	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 3 SECTOR 10	AR28L320	SFS-COX-01-DR-AR28L320	MASONRY PLAN - LEVEL 3 SECTOR 10		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	20 - Building Sector 10											
	SFS	COX	01	DR	AR	28	L3	12	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 3 SECTOR 2	AR28L312	SFS-COX-01-DR-AR28L312	MASONRY PLAN - LEVEL 3 SECTOR 2		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	12 - Building Sector 2											
	SFS	COX	01	DR	AR	28	L3	13	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 3 SECTOR 3	AR28L313	SFS-COX-01-DR-AR28L313	MASONRY PLAN - LEVEL 3 SECTOR 3		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	13 - Building Sector 3											
	SFS	COX	01	DR	AR	28	L3	14	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 3 SECTOR 4	AR28L314	SFS-COX-01-DR-AR28L314	MASONRY PLAN - LEVEL 3 SECTOR 4		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	14 - Building Sector 4											
	SFS	COX	01	DR	AR	28	L3	15	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 3 SECTOR 5	AR28L315	SFS-COX-01-DR-AR28L315	MASONRY PLAN - LEVEL 3 SECTOR 5		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	15 - Building Sector 5											
	SFS	COX	01	DR	AR	28	L3	16	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 3 SECTOR 6	AR28L316	SFS-COX-01-DR-AR28L316	MASONRY PLAN - LEVEL 3 SECTOR 6		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	16 - Building Sector 6											
	SFS	COX	01	DR	AR	28	L3	17	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 3 SECTOR 7	AR28L317	SFS-COX-01-DR-AR28L317	MASONRY PLAN - LEVEL 3 SECTOR 7		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	17 - Building Sector 7											
	SFS	COX	01	DR	AR	28	L3	18	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 3 SECTOR 8	AR28L318	SFS-COX-01-DR-AR28L318	MASONRY PLAN - LEVEL 3 SECTOR 8		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	18 - Building Sector 8											
	SFS	COX	01	DR	AR	28	L3	19	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 3 SECTOR 9	AR28L319	SFS-COX-01-DR-AR28L319	MASONRY PLAN - LEVEL 3 SECTOR 9		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	19 - Building Sector 9											
	SFS	COX	01	DR	AR	28	L4	11	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 4 SECTOR 1	AR28L411	SFS-COX-01-DR-AR28L411	MASONRY PLAN - LEVEL 4 SECTOR 1		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	11 - Building Sector 1											
	SFS	COX	01	DR	AR	28	L4	20	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 4 SECTOR 10	AR28L420	SFS-COX-01-DR-AR28L420	MASONRY PLAN - LEVEL 4 SECTOR 10		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	20 - Building Sector 10											
	SFS	COX	01	DR	AR	28	L4	12	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 4 SECTOR 2	AR28L412	SFS-COX-01-DR-AR28L412	MASONRY PLAN - LEVEL 4 SECTOR 2		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	12 - Building Sector 2											
	SFS	COX	01	DR	AR	28	L4	13	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 4 SECTOR 3	AR28L413	SFS-COX-01-DR-AR28L413	MASONRY PLAN - LEVEL 4 SECTOR 3		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	13 - Building Sector 3											
	SFS	COX	01	DR	AR	28	L4	14	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 4 SECTOR 4	AR28L414	SFS-COX-01-DR-AR28L414	MASONRY PLAN - LEVEL 4 SECTOR 4		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	14 - Building Sector 4											
	SFS	COX	01	DR	AR	28	L4	15	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 4 SECTOR 5	AR28L415	SFS-COX-01-DR-AR28L415	MASONRY PLAN - LEVEL 4 SECTOR 5		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	15 - Building Sector 5											
	SFS	COX	01	DR	AR	28	L4	16	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 4 SECTOR 6	AR28L416	SFS-COX-01-DR-AR28L416	MASONRY PLAN - LEVEL 4 SECTOR 6		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	16 - Building Sector 6											
	SFS	COX	01	DR	AR	28	L4	17	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 4 SECTOR 7	AR28L417	SFS-COX-01-DR-AR28L417	MASONRY PLAN - LEVEL 4 SECTOR 7		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	17 - Building Sector 7											
	SFS	COX	01	DR	AR	28	L4	18	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 4 SECTOR 8	AR28L418	SFS-COX-01-DR-AR28L418	MASONRY PLAN - LEVEL 4 SECTOR 8		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	18 - Building Sector 8											
	SFS	COX	01	DR	AR	28	L4	19	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 4 SECTOR 9	AR28L419	SFS-COX-01-DR-AR28L419	MASONRY PLAN - LEVEL 4 SECTOR 9		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	19 - Building Sector 9											
	SFS	COX	01	DR	AR	28	L5	11	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 5 SECTOR 1	AR28L511	SFS-COX-01-DR-AR28L511	MASONRY PLAN - LEVEL 5 SECTOR 1		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	11 - Building Sector 1											
	SFS	COX	01	DR	AR	28	L5	20	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 5 SECTOR 10	AR28L520	SFS-COX-01-DR-AR28L520	MASONRY PLAN - LEVEL 5 SECTOR 10		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	20 - Building Sector 10											
	SFS	COX	01	DR	AR	28	L5	12	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 5 SECTOR 2	AR28L512	SFS-COX-01-DR-AR28L512	MASONRY PLAN - LEVEL 5 SECTOR 2		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	12 - Building Sector 2											
	SFS	COX	01	DR	AR	28	L5	13	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 5 SECTOR 3	AR28L513	SFS-COX-01-DR-AR28L513	MASONRY PLAN - LEVEL 5 SECTOR 3		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	13 - Building Sector 3											
	SFS	COX	01	DR	AR	28	L5	14	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 5 SECTOR 4	AR28L514	SFS-COX-01-DR-AR28L514	MASONRY PLAN - LEVEL 5 SECTOR 4		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	14 - Building Sector 4											
	SFS	COX	01	DR	AR	28	L5	15	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 5 SECTOR 5	AR28L515	SFS-COX-01-DR-AR28L515	MASONRY PLAN - LEVEL 5 SECTOR 5		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	15 - Building Sector 5											
	SFS	COX	01	DR	AR	28	L5	16	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 5 SECTOR 6	AR28L516	SFS-COX-01-DR-AR28L516	MASONRY PLAN - LEVEL 5 SECTOR 6		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	16 - Building Sector 6											
	SFS	COX	01	DR	AR	28	L5	17	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 5 SECTOR 7	AR28L517	SFS-COX-01-DR-AR28L517	MASONRY PLAN - LEVEL 5 SECTOR 7		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	17 - Building Sector 7											
	SFS	COX	01	DR	AR	28	L5	18	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 5 SECTOR 8	AR28L518	SFS-COX-01-DR-AR28L518	MASONRY PLAN - LEVEL 5 SECTOR 8		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	18 - Building Sector 8											
	SFS	COX	01	DR	AR	28	L5	19	ARCHITECTURAL SERVICES	MASONRY PLAN		LEVEL 5 SECTOR 9	AR28L519	SFS-COX-01-DR-AR28L519	MASONRY PLAN - LEVEL 5 SECTOR 9		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	19 - Building Sector 9											
	SFS	COX	01	DR	AR	28	B1	32	ARCHITECTURAL SERVICES	MASONRY PLAN		LOWER BASEMENT SECTOR 22	AR28B132	SFS-COX-01-DR-AR28B132	MASONRY PLAN - LOWER BASEMENT SECTOR 22		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	B1 - Lower Basement	COX Architects	32 - Building Sector 22											
	SFS	COX	01	DR	AR	28	B1	33	ARCHITECTURAL SERVICES	MASONRY PLAN		LOWER BASEMENT SECTOR 23	AR28B133	SFS-COX-01-DR-AR28B133	MASONRY PLAN - LOWER BASEMENT SECTOR 23		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	B1 - Lower Basement	COX Architects	33 - Building Sector 23											
	SFS	COX	01	DR	AR	28	B1	34	ARCHITECTURAL SERVICES	MASONRY PLAN		LOWER BASEMENT SECTOR 24	AR28B134	SFS-COX-01-DR-AR28B134	MASONRY PLAN - LOWER BASEMENT SECTOR 24		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	B1 - Lower Basement	COX Architects	34 - Building Sector 24											
	SFS	COX	01	DR	AR	28	B1	16	ARCHITECTURAL SERVICES	MASONRY PLAN		LOWER BASEMENT SECTOR 6	AR28B116	SFS-COX-01-DR-AR28B116	MASONRY PLAN - LOWER BASEMENT SECTOR 6		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	B1 - Lower Basement	COX Architects	16 - Building Sector 6											
	SFS	COX	01	DR	AR	28	B1	17	ARCHITECTURAL SERVICES	MASONRY PLAN		LOWER BASEMENT SECTOR 7	AR28B117	SFS-COX-01-DR-AR28B117	MASONRY PLAN - LOWER BASEMENT SECTOR 7		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	B1 - Lower Basement	COX Architects	17 - Building Sector 7											
	SFS	COX	01	DR	AR	28	B1	18	ARCHITECTURAL SERVICES	MASONRY PLAN		LOWER BASEMENT SECTOR 8	AR28B118	SFS-COX-01-DR-AR28B118	MASONRY PLAN - LOWER BASEMENT SECTOR 8		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	B1 - Lower Basement	COX Architects	18 - Building Sector 8											
	SFS	COX	01	DR	AR	28	RF	11	ARCHITECTURAL SERVICES	MASONRY PLAN		ROOF SECTOR 1	AR28RF11	SFS-COX-01-DR-AR28RF11	MASONRY PLAN - ROOF SECTOR 1		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	11 - Building Sector 1											
	SFS	COX	01	DR	AR	28	RF	20	ARCHITECTURAL SERVICES	MASONRY PLAN		ROOF SECTOR 10	AR28RF20	SFS-COX-01-DR-AR28RF20	MASONRY PLAN - ROOF SECTOR 10		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	20 - Building Sector 10											
	SFS	COX	01	DR	AR	28	RF	12	ARCHITECTURAL SERVICES	MASONRY PLAN		ROOF SECTOR 2	AR28RF12	SFS-COX-01-DR-AR28RF12	MASONRY PLAN - ROOF SECTOR 2		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	12 - Building Sector 2											
	SFS	COX	01	DR	AR	28	RF	13	ARCHITECTURAL SERVICES	MASONRY PLAN		ROOF SECTOR 3	AR28RF13	SFS-COX-01-DR-AR28RF13	MASONRY PLAN - ROOF SECTOR 3		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	13 - Building Sector 3											
	SFS	COX	01	DR	AR	28	RF	14	ARCHITECTURAL SERVICES	MASONRY PLAN		ROOF SECTOR 4	AR28RF14	SFS-COX-01-DR-AR28RF14	MASONRY PLAN - ROOF SECTOR 4		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	14 - Building Sector 4											
	SFS	COX	01	DR	AR	28	RF	15	ARCHITECTURAL SERVICES	MASONRY PLAN		ROOF SECTOR 5	AR28RF15	SFS-COX-01-DR-AR28RF15	MASONRY PLAN - ROOF SECTOR 5		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	15 - Building Sector 5											
	SFS	COX	01	DR	AR	28	RF	16	ARCHITECTURAL SERVICES	MASONRY PLAN		ROOF SECTOR 6	AR28RF16	SFS-COX-01-DR-AR28RF16	MASONRY PLAN - ROOF SECTOR 6		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	16 - Building Sector 6											
	SFS	COX	01	DR	AR	28	RF	17	ARCHITECTURAL SERVICES	MASONRY PLAN		ROOF SECTOR 7	AR28RF17	SFS-COX-01-DR-AR28RF17	MASONRY PLAN - ROOF SECTOR 7		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	17 - Building Sector 7											
	SFS	COX	01	DR	AR	28	RF	18	ARCHITECTURAL SERVICES	MASONRY PLAN		ROOF SECTOR 8	AR28RF18	SFS-COX-01-DR-AR28RF18	MASONRY PLAN - ROOF SECTOR 8		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	18 - Building Sector 8											
	SFS	COX	01	DR	AR	28	RF	19	ARCHITECTURAL SERVICES	MASONRY PLAN		ROOF SECTOR 9	AR28RF19	SFS-COX-01-DR-AR28RF19	MASONRY PLAN - ROOF SECTOR 9		PERTH	ARCHITECTURE		0	1	100	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	19 - Building Sector 9											
	SFS	COX	01	DR	AR	29	L0	01	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		BASEMENT  ZONE A	AR29L001	SFS-COX-01-DR-AR29L001	WATERPROOFING PLAN - BASEMENT  ZONE A		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	01 - Building Zone A											
	SFS	COX	01	DR	AR	29	L0	02	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		BASEMENT  ZONE B	AR29L002	SFS-COX-01-DR-AR29L002	WATERPROOFING PLAN - BASEMENT  ZONE B		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	02 - Building Zone B											
	SFS	COX	01	DR	AR	29	L0	03	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		BASEMENT  ZONE C	AR29L003	SFS-COX-01-DR-AR29L003	WATERPROOFING PLAN - BASEMENT  ZONE C		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	03 - Building Zone C											
	SFS	COX	01	DR	AR	29	L0	04	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		BASEMENT  ZONE D	AR29L004	SFS-COX-01-DR-AR29L004	WATERPROOFING PLAN - BASEMENT  ZONE D		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	04 - Building Zone D											
	SFS	COX	01	DR	AR	29	L0	05	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		BASEMENT  ZONE E	AR29L005	SFS-COX-01-DR-AR29L005	WATERPROOFING PLAN - BASEMENT  ZONE E		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	05 - Building Zone E											
