																															Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information 	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Approval	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Early Works
	SFS	COX	01	DR	AR	52	XX	~07	ARCHITECTURAL SERVICES	BOWL DETAILS		VOMITORY V5 AND PLAYERS' TUNNELS	AR52XX07	SFS-COX-01-DR-AR52XX07	BOWL DETAILS - VOMITORY V5 AND PLAYERS' TUNNELS		MELBOURNE/PERTH	BOWL			2	3	10	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X						X									
	SFS	COX	01	DR	AR	52	XX	~08	ARCHITECTURAL SERVICES	BOWL DETAILS		VOMITORY V1 AND V2	AR52XX08	SFS-COX-01-DR-AR52XX08	BOWL DETAILS - VOMITORY V1 AND V2		MELBOURNE/PERTH	BOWL			3	4	10	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X						X			X						
	SFS	COX	01	DR	AR	52	XX	~09	ARCHITECTURAL SERVICES	BOWL DETAILS		VOMITORY V3 AND V4	AR52XX09	SFS-COX-01-DR-AR52XX09	BOWL DETAILS - VOMITORY V3 AND V4		MELBOURNE/PERTH	BOWL			3	4	10	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X						X			X						
	SFS	COX	01	DR	AR	52	XX	~22	ARCHITECTURAL SERVICES	BOWL DETAILS		BACK OF MID BOWL BARRIER	AR52XX22	SFS-COX-01-DR-AR52XX22	BOWL DETAILS - BACK OF MID BOWL BARRIER		MELBOURNE/PERTH	BOWL			1	2	10	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X															
	SFS	COX	01	DR	AR	52	XX	~23	ARCHITECTURAL SERVICES	BOWL DETAILS		BACK OF UPPER BOWL BARRIER	AR52XX23	SFS-COX-01-DR-AR52XX23	BOWL DETAILS - BACK OF UPPER BOWL BARRIER		MELBOURNE/PERTH	BOWL			1	2	10	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X															
	SFS	COX	01	DR	AR	53	XX	00	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE KEY PLAN	AR53XX00	SFS-COX-01-DR-AR53XX00	CORE DETAIL  - CORE KEY PLAN		SYDNEY	ARCHITECTURE			0	1	500	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	00 - Whole Site																					
	SFS	COX	01	DR	AR	53	XX	~01	ARCHITECTURAL SERVICES	CORE DETAIL 		ABUTMENT CORE 1 PLAN	AR53XX01	SFS-COX-01-DR-AR53XX01	CORE DETAIL  - ABUTMENT CORE 1 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																				X	
	SFS	COX	01	DR	AR	53	XX	~02	ARCHITECTURAL SERVICES	CORE DETAIL 		ABUTMENT CORE 1 ELEVATION	AR53XX02	SFS-COX-01-DR-AR53XX02	CORE DETAIL  - ABUTMENT CORE 1 ELEVATION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~03	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 1 PLAN	AR53XX03	SFS-COX-01-DR-AR53XX03	CORE DETAIL  - CORE 1 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~04	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 1 ELEVATION	AR53XX04	SFS-COX-01-DR-AR53XX04	CORE DETAIL  - CORE 1 ELEVATION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~05	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 2 & 3 PLAN	AR53XX05	SFS-COX-01-DR-AR53XX05	CORE DETAIL  - CORE 2 & 3 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~06	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 2 PLAN	AR53XX06	SFS-COX-01-DR-AR53XX06	CORE DETAIL  - CORE 2 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~07	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 2 ELEVATION	AR53XX07	SFS-COX-01-DR-AR53XX07	CORE DETAIL  - CORE 2 ELEVATION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~08	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 2 SECTION	AR53XX08	SFS-COX-01-DR-AR53XX08	CORE DETAIL  - CORE 2 SECTION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~09	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 3 PLAN	AR53XX09	SFS-COX-01-DR-AR53XX09	CORE DETAIL  - CORE 3 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~10	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 3 ELEVATION	AR53XX10	SFS-COX-01-DR-AR53XX10	CORE DETAIL  - CORE 3 ELEVATION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~11	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 3 SECTION	AR53XX11	SFS-COX-01-DR-AR53XX11	CORE DETAIL  - CORE 3 SECTION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~12	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 4 & 5 PLAN	AR53XX12	SFS-COX-01-DR-AR53XX12	CORE DETAIL  - CORE 4 & 5 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~13	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 4 PLAN	AR53XX13	SFS-COX-01-DR-AR53XX13	CORE DETAIL  - CORE 4 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~14	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 4 ELEVATION	AR53XX14	SFS-COX-01-DR-AR53XX14	CORE DETAIL  - CORE 4 ELEVATION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~15	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 4 SECTION	AR53XX15	SFS-COX-01-DR-AR53XX15	CORE DETAIL  - CORE 4 SECTION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~16	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 5 PLAN	AR53XX16	SFS-COX-01-DR-AR53XX16	CORE DETAIL  - CORE 5 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~17	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 5 ELEVATION	AR53XX17	SFS-COX-01-DR-AR53XX17	CORE DETAIL  - CORE 5 ELEVATION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~18	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 5 SECTION	AR53XX18	SFS-COX-01-DR-AR53XX18	CORE DETAIL  - CORE 5 SECTION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~19	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 6 PLAN	AR53XX19	SFS-COX-01-DR-AR53XX19	CORE DETAIL  - CORE 6 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~20	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 6 ELEVATION	AR53XX20	SFS-COX-01-DR-AR53XX20	CORE DETAIL  - CORE 6 ELEVATION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~21	ARCHITECTURAL SERVICES	CORE DETAIL 		ABUTMENT CORE 2 PLAN	AR53XX21	SFS-COX-01-DR-AR53XX21	CORE DETAIL  - ABUTMENT CORE 2 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~22	ARCHITECTURAL SERVICES	CORE DETAIL 		ABUTMENT CORE 2 ELEVATION	AR53XX22	SFS-COX-01-DR-AR53XX22	CORE DETAIL  - ABUTMENT CORE 2 ELEVATION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~23	ARCHITECTURAL SERVICES	CORE DETAIL 		ABUTMENT CORE 3 PLAN	AR53XX23	SFS-COX-01-DR-AR53XX23	CORE DETAIL  - ABUTMENT CORE 3 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~24	ARCHITECTURAL SERVICES	CORE DETAIL 		ABUTMENT CORE 3 ELEVATION	AR53XX24	SFS-COX-01-DR-AR53XX24	CORE DETAIL  - ABUTMENT CORE 3 ELEVATION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~25	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 7 PLAN	AR53XX25	SFS-COX-01-DR-AR53XX25	CORE DETAIL  - CORE 7 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~26	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 7 ELEVATION	AR53XX26	SFS-COX-01-DR-AR53XX26	CORE DETAIL  - CORE 7 ELEVATION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~27	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 8 & 9 PLAN	AR53XX27	SFS-COX-01-DR-AR53XX27	CORE DETAIL  - CORE 8 & 9 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~28	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 8 PLAN	AR53XX28	SFS-COX-01-DR-AR53XX28	CORE DETAIL  - CORE 8 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~29	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 8 ELEVATION	AR53XX29	SFS-COX-01-DR-AR53XX29	CORE DETAIL  - CORE 8 ELEVATION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~30	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 8 SECTION	AR53XX30	SFS-COX-01-DR-AR53XX30	CORE DETAIL  - CORE 8 SECTION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~31	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 9 PLAN	AR53XX31	SFS-COX-01-DR-AR53XX31	CORE DETAIL  - CORE 9 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~32	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 9 ELEVATION	AR53XX32	SFS-COX-01-DR-AR53XX32	CORE DETAIL  - CORE 9 ELEVATION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~33	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 9 SECTION	AR53XX33	SFS-COX-01-DR-AR53XX33	CORE DETAIL  - CORE 9 SECTION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~34	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 10 & 11 PLAN	AR53XX34	SFS-COX-01-DR-AR53XX34	CORE DETAIL  - CORE 10 & 11 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~35	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 10 PLAN	AR53XX35	SFS-COX-01-DR-AR53XX35	CORE DETAIL  - CORE 10 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~36	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 10 ELEVATION	AR53XX36	SFS-COX-01-DR-AR53XX36	CORE DETAIL  - CORE 10 ELEVATION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~37	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 10 SECTION	AR53XX37	SFS-COX-01-DR-AR53XX37	CORE DETAIL  - CORE 10 SECTION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~38	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 11 PLAN	AR53XX38	SFS-COX-01-DR-AR53XX38	CORE DETAIL  - CORE 11 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~39	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 11 ELEVATION	AR53XX39	SFS-COX-01-DR-AR53XX39	CORE DETAIL  - CORE 11 ELEVATION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~40	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 11 SECTION	AR53XX40	SFS-COX-01-DR-AR53XX40	CORE DETAIL  - CORE 11 SECTION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~41	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 12 PLAN	AR53XX41	SFS-COX-01-DR-AR53XX41	CORE DETAIL  - CORE 12 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~42	ARCHITECTURAL SERVICES	CORE DETAIL 		CORE 12 ELEVATION	AR53XX42	SFS-COX-01-DR-AR53XX42	CORE DETAIL  - CORE 12 ELEVATION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~43	ARCHITECTURAL SERVICES	CORE DETAIL 		ABUTMENT CORE 4 PLAN	AR53XX43	SFS-COX-01-DR-AR53XX43	CORE DETAIL  - ABUTMENT CORE 4 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~44	ARCHITECTURAL SERVICES	CORE DETAIL 		ABUTMENT CORE 4 ELEVATION	AR53XX44	SFS-COX-01-DR-AR53XX44	CORE DETAIL  - ABUTMENT CORE 4 ELEVATION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~45	ARCHITECTURAL SERVICES	CORE DETAIL 		CONSTRUCTION DETAILS - SHEET 01	AR53XX45	SFS-COX-01-DR-AR53XX45	CORE DETAIL  - CONSTRUCTION DETAILS - SHEET 01		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~46	ARCHITECTURAL SERVICES	CORE DETAIL 		CONSTRUCTION DETAILS - SHEET 02	AR53XX46	SFS-COX-01-DR-AR53XX46	CORE DETAIL  - CONSTRUCTION DETAILS - SHEET 02		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	53	XX	~47	ARCHITECTURAL SERVICES	CORE DETAIL 		CONSTRUCTION DETAILS - SHEET 03	AR53XX47	SFS-COX-01-DR-AR53XX47	CORE DETAIL  - CONSTRUCTION DETAILS - SHEET 03		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	54	XX	~01	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 1 - STAIR 8,9 PLAN	AR54XX01	SFS-COX-01-DR-AR54XX01	STAIR DETAIL - CORE 1 - STAIR 8,9 PLAN		SYDNEY	ARCHITECTURE			1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	54	XX	~02	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 1 - STAIR 8,9 SECTION	AR54XX02	SFS-COX-01-DR-AR54XX02	STAIR DETAIL - CORE 1 - STAIR 8,9 SECTION		SYDNEY	ARCHITECTURE			1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	54	XX	~03	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 2 & 3 - STAIR 6,7,39 PLAN	AR54XX03	SFS-COX-01-DR-AR54XX03	STAIR DETAIL - CORE 2 & 3 - STAIR 6,7,39 PLAN		SYDNEY	ARCHITECTURE			1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	54	XX	~04	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 2 & 3 - STAIR 6,7,39 PLAN	AR54XX04	SFS-COX-01-DR-AR54XX04	STAIR DETAIL - CORE 2 & 3 - STAIR 6,7,39 PLAN		SYDNEY	ARCHITECTURE			1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	54	XX	~05	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 2 & 3 - STAIR 6,7,39 SECTION	AR54XX05	SFS-COX-01-DR-AR54XX05	STAIR DETAIL - CORE 2 & 3 - STAIR 6,7,39 SECTION		SYDNEY	ARCHITECTURE			1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	54	XX	~06	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 2 & 3 - STAIR 6,7,39 AXONOMETRIC	AR54XX06	SFS-COX-01-DR-AR54XX06	STAIR DETAIL - CORE 2 & 3 - STAIR 6,7,39 AXONOMETRIC		SYDNEY	ARCHITECTURE			1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	54	XX	~07	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 4 & 5 - STAIR 4,5,38 PLAN	AR54XX07	SFS-COX-01-DR-AR54XX07	STAIR DETAIL - CORE 4 & 5 - STAIR 4,5,38 PLAN		SYDNEY	ARCHITECTURE			1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	54	XX	~08	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 4 & 5 - STAIR 4,5,38 PLAN	AR54XX08	SFS-COX-01-DR-AR54XX08	STAIR DETAIL - CORE 4 & 5 - STAIR 4,5,38 PLAN		SYDNEY	ARCHITECTURE			1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	54	XX	~09	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 4 & 5 - STAIR 4,5,38 SECTION	AR54XX09	SFS-COX-01-DR-AR54XX09	STAIR DETAIL - CORE 4 & 5 - STAIR 4,5,38 SECTION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																				X	
	SFS	COX	01	DR	AR	54	XX	~10	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 4 & 5 - STAIR 4,5,38 AXONOMETRIC	AR54XX10	SFS-COX-01-DR-AR54XX10	STAIR DETAIL - CORE 4 & 5 - STAIR 4,5,38 AXONOMETRIC		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																				X	
	SFS	COX	01	DR	AR	54	XX	~11	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 6 - STAIR 29,30,31 PLAN	AR54XX11	SFS-COX-01-DR-AR54XX11	STAIR DETAIL - CORE 6 - STAIR 29,30,31 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																				X	
	SFS	COX	01	DR	AR	54	XX	~12	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 6 - STAIR 29,30,31 SECTION	AR54XX12	SFS-COX-01-DR-AR54XX12	STAIR DETAIL - CORE 6 - STAIR 29,30,31 SECTION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																				X	
	SFS	COX	01	DR	AR	54	XX	~13	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 7 - STAIR 22,23 PLAN	AR54XX13	SFS-COX-01-DR-AR54XX13	STAIR DETAIL - CORE 7 - STAIR 22,23 PLAN		SYDNEY	ARCHITECTURE			1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	54	XX	~14	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 7 - STAIR 22,23 SECTION	AR54XX14	SFS-COX-01-DR-AR54XX14	STAIR DETAIL - CORE 7 - STAIR 22,23 SECTION		SYDNEY	ARCHITECTURE			1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	54	XX	~15	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 8 & 9 - STAIR 20,21,43 PLAN	AR54XX15	SFS-COX-01-DR-AR54XX15	STAIR DETAIL - CORE 8 & 9 - STAIR 20,21,43 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	54	XX	~16	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 8 & 9 - STAIR 20,21,43 PLAN	AR54XX16	SFS-COX-01-DR-AR54XX16	STAIR DETAIL - CORE 8 & 9 - STAIR 20,21,43 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	54	XX	~17	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 8 & 9 - STAIR 20,21,43 SECTION	AR54XX17	SFS-COX-01-DR-AR54XX17	STAIR DETAIL - CORE 8 & 9 - STAIR 20,21,43 SECTION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	54	XX	~18	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 8 & 9 - STAIR 20,21,43 AXONOMETRIC	AR54XX18	SFS-COX-01-DR-AR54XX18	STAIR DETAIL - CORE 8 & 9 - STAIR 20,21,43 AXONOMETRIC		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	54	XX	~19	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 10 & 11 - STAIR 18,19,42 PLAN	AR54XX19	SFS-COX-01-DR-AR54XX19	STAIR DETAIL - CORE 10 & 11 - STAIR 18,19,42 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
